requirement_id,chapter,keyword_profile,text
CDS1100-R022,CDS-1100,MUST,"A multi-tenant implementation MUST prevent cross-document references from resolving across tenant boundaries unless a governed shared-reference mechanism is explicitly defined. This is an **implementation obligation**: it is not, and cannot be, a schema-level guarantee. Its test coverage is the mandatory T-TEN suite in CDS-1000 §18; the reference runner's SEM-004 check (all related fixture documen"
CDS1100-R023,CDS-1100,MUST,A measurement MUST store the numeric value separately from its unit.
CDS1100-R024,CDS-1100,MUST,A localised value MUST identify the language of each translation using the localised-text contract.
CDS1100-R025,CDS-1100,MUST,"A canonical attribute value MUST use the typed-value shape (or an array of it), and an implementation MUST additionally validate each value against its Attribute Definition's declared type, cardinality and dictionary before accepting it as canonical."
CDS1100-R026,CDS-1100,MUST,"Product attributes MUST be keyed by stable Attribute Definition identifiers conforming to the CDS-300 namespace grammar, never by mutable display labels."
CDS1100-R027,CDS-1100,MUST NOT,A product contract MUST NOT embed observed channel values in its canonical attributes object.
CDS1100-R028,CDS-1100,MUST,Variant references MUST resolve to sellable-unit records whose parent `product_id` matches the product. *(Executed as reference semantic test SEM-001; see §21.4.)*
CDS1100-R029,CDS-1100,MUST,A variant MUST carry a stable SKU or an explicitly documented alternative sellable-unit key.
CDS1100-R030,CDS-1100,MUST,Option values MUST reference controlled values (`value_id`) when a dictionary exists for that option; display strings are presentation only.
CDS1100-R031,CDS-1100,MUST,"A barcode identifier MUST declare its scheme, MUST be represented as a string preserving leading zeros, and MUST satisfy the exact digit length of its scheme."
CDS1100-R032,CDS-1100,SHOULD+MAY,Inventory quantity SHOULD remain owned by the declared inventory authority and MAY be referenced rather than duplicated into the canonical record (per-fact authority: CDS-200).
CDS1100-R033,CDS-1100,MUST,"An Attribute Definition MUST declare scope, value type, cardinality and behaviour (including a comparison strategy for every attribute that participates in downstream verification)."
CDS1100-R034,CDS-1100,MUST,An Attribute Definition whose `value_type` is `enum_reference` or `enum_reference_list` MUST declare `dictionary_id`. *(Mechanically enforced by if/then in the shipped schema; CDS1100-16.)*
CDS1100-R035,CDS-1100,MAY,Attribute labels MAY change and be localised at the display layer without changing `attribute_id`.
CDS1100-R036,CDS-1100,MUST NOT,Dictionary Value identity MUST NOT depend on the displayed label or array position.
CDS1100-R037,CDS-1100,MUST NOT,Aliases MUST NOT be treated as additional canonical values (intake and quarantine rules: CDS-400 §17).
CDS1100-R038,CDS-1100,MUST,"Facet memberships MUST reference governed facet values, never arbitrary strings. *(Executed as reference semantic test SEM-002; see §21.4.)*"
CDS1100-R039,CDS-1100,SHOULD,Channel representations SHOULD be stored at dictionary or mapping level when they apply consistently across products.
CDS1100-R040,CDS-1100,MUST,An external taxonomy mapping MUST identify the external taxonomy version where the publisher provides one.
CDS1100-R041,CDS-1100,MUST NOT+MUST,"A category `path` MUST consist of stable category identifiers, and a category parent reference MUST NOT create a cycle. *(Acyclicity is graph-level and remains an implementation obligation — §21.4.)*"
CDS1100-R042,CDS-1100,MUST NOT+MUST,A taxonomy remap MUST create a new mapping revision and MUST NOT rewrite historical publication evidence.
CDS1100-R043,CDS-1100,MUST,"A customer facet MUST reference a controlled value set (or, for `range` mode, a declared numeric/date range model per CDS-600)."
CDS1100-R044,CDS-1100,MUST NOT+MUST,Facet value order and selection logic MUST be explicit; raw supplier values MUST NOT be exposed as facet values without dictionary governance (CDS-400) and UX review (CDS-600).
CDS1100-R045,CDS-1100,MUST,"A Field Mapping MUST identify source field, source value layer, target field, transformation and transformation version, write mode, read-back path (or its explicit absence) and comparison strategy."
CDS1100-R046,CDS-1100,MUST,"A mapping target path MUST be interpreted within the named Channel Profile, not as a global CDS path."
CDS1100-R047,CDS-1100,MUST,A channel capability declaration MUST distinguish unsupported fields from supported-but-currently-absent values (observation coverage model: CDS-500 §15; encoded in §16).
CDS1100-R048,CDS-1100,MUST,A Publication Record MUST identify the exact canonical revision and mapping-set version used to produce the expected state. *(Revision pinning is executed as reference semantic test SEM-003; see §21.4.)*
CDS1100-R049,CDS-1100,MUST,"Transport acknowledgement MUST remain distinct from preflight outcome and from field-level verification status (""acknowledgement is not proof"": CDS-500 §9)."
CDS1100-R050,CDS-1100,MUST+MAY,The expected payload's immutable hash MUST be recorded; the full payload MAY be stored externally by reference provided the evidence location is retrievable under CDS-500 §24.
CDS1100-R051,CDS-1100,MUST,Observation data MUST be stored separately from canonical state and from expected channel state.
CDS1100-R052,CDS-1100,MUST,An Observation Record MUST declare its observation method and timestamp.
CDS1100-R053,CDS-1100,MUST,"The coverage declaration MUST distinguish, per field, a missing value from a field that is unobservable through the selected method."
CDS1100-R054,CDS-1100,MUST NOT+MUST,"The verification-result contract MUST encode the CDS-500 §17 status enum verbatim and MUST NOT introduce, remove or re-map statuses."
CDS1100-R055,CDS-1100,MUST,"Every field-level result MUST identify its field by JSON Pointer, its comparison strategy and its core status."
CDS1100-R056,CDS-1100,MUST,Every field-level result whose core status is not `MATCH` MUST carry a `reason_code` from the §21 registry (encodes CDS500-R063; mechanically enforced by the shipped schema and covered by a negative fixture).
CDS1100-R057,CDS-1100,MUST NOT,"Traffic-light colour MUST NOT be stored as a verification status; it is presentation derived per CDS-500 §18. *(The package's ""uppercase GREEN rejected as a status"" negative fixture expresses this.)*"
CDS1100-R058,CDS-1100,MUST,An AI Proposal MUST remain distinguishable from accepted canonical data until an authorised workflow accepts it.
CDS1100-R059,CDS-1100,MUST,"A proposal MUST identify its evidence, calibrated confidence, model identifier and workflow version, and MUST carry its validation results in the §21 validation-output contract."
CDS1100-R060,CDS-1100,MUST,"Acceptance MUST create an auditable link from the proposal to the canonical revision it affected (`accepted_revision`, plus the reviewing identity in `reviewer`)."
CDS1100-R061,CDS-1100,MUST NOT+MUST,A Conformance Manifest MUST identify the implementation scope and MUST NOT imply conformance beyond that scope (claim rules: CDS-1000 §24).
CDS1100-R062,CDS-1100,MUST,"The manifest MUST identify the exact test-suite version, the applicable profiles and the assessment method."
CDS1100-R063,CDS-1100,MUST NOT+MUST,"Every executed test case MUST be counted in exactly one `test_summary` disposition; failed or not-executed mandatory tests MUST NOT be omitted. *(The v0.1 fixture that claimed ""Verified"" with a count contradicting its own evidence report is retired; the shipped fixture counts match the shipped evidence — CDS1100-6.)*"
CDS1100-R064,CDS-1100,MUST,"An extension key MUST use the dotted-namespace grammar, and its namespace MUST be organisationally controlled with an identified owner."
CDS1100-R065,CDS-1100,MUST NOT+MAY,"An extension MUST NOT reuse a core property name with a different meaning, and a profile MAY require additional properties, restrict enumerations or tighten validation but MUST NOT make a core mandatory property optional."
CDS1100-R066,CDS-1100,SHOULD,Unknown governed extensions SHOULD be preserved during read-modify-write operations unless an explicit policy authorises removal.
CDS1100-R067,CDS-1100,MUST,"A validation finding MUST identify the affected document, the instance location as a JSON Pointer, a registered reason code and a severity; severity MUST distinguish errors, warnings and informational findings."
CDS1100-R068,CDS-1100,SHOULD,A rejected import SHOULD retain the original value and source provenance in quarantine rather than discarding it (quarantine model: CDS-400 §17).
CDS1100-R069,CDS-1100,MUST,"Machine-readable reason codes MUST match `^CDS_[A-Z_]+$` and MUST be drawn from the CDS_* reason-code registry defined here. Additions, deprecations and semantics changes follow CDS-800 change control; a code, once registered, is never reused with a different meaning. Organisation-specific codes are not permitted in the `CDS_` namespace; organisations extend via their own prefix under the CDS-300 "
CDS1100-R070,CDS-1100,MUST,"An implementation MUST enforce the cross-document integrity classes above before accepting a document as authoritative, whether or not a reference-runner check exists for them."
CDS1100-R071,CDS-1100,MUST,A schema MUST declare its semantic version independently of the CDS corpus release and of any document revision.
CDS1100-R072,CDS-1100,MUST NOT+MUST,A breaking contract change MUST publish migration guidance and a new major schema version; the schema `$id` MUST NOT change.
